01_general/lr,disk/time/disk_read_time_sys_s,memory/used_memory_sys_percent,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,01_general/minibatch_loss,01_general/step_based_sps,memory/used_memory_sys_MB,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,_runtime,02_timing/forward_time_s,02_timing/opt_step_time_s,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,02_timing/loss_calc_time_s,disk/time/disk_write_time_sys_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,bandwidth/disk_write_sys_bandwidth_MBs,cpu/logical_core_count,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/text_resident_set_proc_MB,02_timing/backward_time_s,disk/counter/disk_read_sys_count,process/involuntary_proc_ctx_switches,_step,01_general/step,02_timing/step_time_s,cpu/interrupts/ctx_switches_count,process/memory/resident_set_size_proc_MB,memory/available_memory_sys_MB,process/voluntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB
0.0001,,,,,,,1682873679.0,7.1181640625,194.35909532573874,,,,23,0.017200100000081875,1.4289998944150284e-06,,,1568.0,,0.0028281659997446695,0.0004229559999657795,,0.0,0.002532058000269899,,,,,,,,0.14165898800001742,,,72,48.0,0.16464369699997405,,,,,,,
,0.0,3.3,0.0,0.1474767998161505,0.0,3.5333333333333337,1682873679.0,,,4989.984768,225.0,89243.0,23,0.0171710540003005,,81604.0,5585.117184,,27589.402624,,0.0004242960003466578,0.1270000000000664,,0.0025000559999170946,0.053125809365513296,,,0.3439999999999941,1.7000000000000002,2.6333333333333333,2.719744,,0.0,145.0,73,,,54893.0,3837.964288,204057.812992,762.0,865.509376,86.01723030310667,0.0
0.0001,,,,,,,1682873679.0,7.115966796875,195.45783597529896,,,,23,,1.3240000953373965e-06,,,1600.0,,0.0027961969999523717,,,0.0,,,,,,,,,0.14082524700006616,,,74,49.0,0.16371817400067812,,,,,,,
0.0001,,,,,,,1682873680.0,7.203125,195.52537849467248,,,,24,0.017027475999839226,1.6169997252291068e-06,,,1632.0,,0.002918037000199547,0.0004169620001448493,,0.0,0.0025268310000683414,,,,,,,,0.14077069599989045,,,75,50.0,0.16366161899986764,,,,,,,
0.0001,,,,,,,1682873680.0,7.09619140625,196.14610057522378,,,,24,0.017147728999589162,1.404000158800045e-06,,,1664.0,,0.0028300650001256145,0.0004261029998815502,,0.0,0.002510132000224985,,,,,,,,0.1402282640001431,,,76,51.0,0.1631436970001232,,,,,,,
,0.0,3.3,0.0,0.0669617540789603,0.0,3.5333333333333337,1682873680.0,,,4979.183616,229.0,91986.0,24,0.01713951800002178,,83729.0,5585.125376,,27589.402624,,0.0004246760004207317,0.12800000000004275,,0.0025435460001972388,0.01634732057598764,,,0.3599999999999852,1.7000000000000002,2.6333333333333333,2.719744,,0.0,150.0,77,,,57568.0,3837.964288,204068.171776,791.0,865.509376,78.88251877673811,0.0
0.0001,,,,,,,1682873680.0,7.475830078125,195.81870282058475,,,,24,,1.5429995983140543e-06,,,1696.0,,0.002830762000030518,,,0.0,,,,,,,,,0.14047641899969676,,,78,52.0,0.16341646399996534,,,,,,,
0.0001,,,,,,,1682873681.0,7.135986328125,196.81074340709006,,,,25,0.017101666000144178,1.5629998415533919e-06,,,1728.0,,0.0027291329997751745,0.0004322790000514942,,0.0,0.0024950339998213167,,,,,,,,0.1398330749998422,,,79,53.0,0.16259274999947593,,,,,,,
0.0001,,,,,,,1682873681.0,7.0462646484375,195.39493342969885,,,,25,0.017218489000242698,1.5649998204025906e-06,,,1760.0,,0.002761160000318341,0.0004335930002525856,,0.0,0.0024992119997477857,,,,,,,,0.14085685999998532,,,80,54.0,0.16377087900036713,,,,,,,
,0.0,3.3,0.0,0.1674823205430244,0.0,3.5333333333333337,1682873681.0,,,4985.847808,233.0,96085.0,25,0.017233899000075326,1.3910002962802537e-06,86502.0,5585.133568,,27589.402624,,0.00044163399979879614,0.12999999999999545,,0.0025690370002848795,0.016356880902245345,,,0.3760000000000048,1.7000000000000002,2.6333333333333333,2.719744,0.14015373700021883,0.0,152.0,81,,,61623.0,3837.964288,204061.065216,820.0,865.509376,105.95445146109756,0.0
0.0001,,,,,,,1682873681.0,7.0662841796875,195.97518055105402,,,,25,,,,,1792.0,,0.0028862849999313767,,,0.0,,,,,,,,,,,,82,55.0,0.16328598300060548,,,,,,,
0.0001,,,,,,,1682873682.0,7.1168212890625,195.35835507988307,,,,26,0.0172681859999102,1.7610000213608146e-06,,,1824.0,,0.0026501160000407253,0.0004347399999460322,,0.0,0.0024975139999696694,,,,,,,,0.14094922599997517,,,83,56.0,0.16380154299986316,,,,,,,
0.0001,,,,,,,1682873682.0,7.242431640625,196.72157592082903,,,,26,0.01720449100002952,1.756000074237818e-06,,,1856.0,,0.002791359999719134,0.00042729300002974924,,0.0,0.0025590979998924013,,,,,,,,0.1396824500002367,,,84,57.0,0.16266644799998176,,,,,,,
,0.0,3.3,0.0,0.06516004929526785,0.0,3.5333333333333337,1682873682.0,,,4982.382592,237.0,100150.0,26,0.017325122999864107,1.4739998732693493e-06,89240.0,5585.137664,,27589.402624,,0.0004392319997350569,0.1310000000000855,,0.0025528740002300765,0.016347884475720748,,,0.3959999999999866,1.7000000000000002,2.6333333333333333,2.719744,0.13936797999986084,0.0,160.0,85,,,65002.0,3837.964288,204065.419264,845.0,865.509376,92.36100530895116,0.0
0.0001,,,,,,,1682873682.0,7.05859375,196.96815172119082,,,,26,,,,,1888.0,,0.0027761300002566713,,,0.0,,,,,,,,,,,,86,58.0,0.16246281299982002,,,,,,,
0.0001,,,,,,,1682873683.0,7.2979736328125,196.39584412163663,,,,27,0.016847004999817727,1.532999704068061e-06,,,1920.0,,0.002664887000264571,0.00042186500013485784,,0.0,0.0024362919998566213,,,,,,,,0.14056465600015144,,,87,59.0,0.1629362379999293,,,,,,,
0.0001,,,,,,,1682873683.0,7.2431640625,194.9184444779269,,,,27,0.0166159170003084,1.6999997569655534e-06,,,1952.0,,0.0027671950001604273,0.00043023699981858954,,0.0,0.002404018000106589,,,,,,,,0.14195215900008407,,,88,60.0,0.16417122600023504,,,,,,,
,0.0,3.3,0.0,0.1521156835992691,0.0,3.5333333333333337,1682873683.0,,,4984.139776,243.0,103867.0,27,0.016633272000035504,1.5679997886763886e-06,91758.0,5585.145856,,27589.402624,,0.0004138220001550508,0.13400000000001455,,0.0024361559999306337,0.06130606895456635,,,0.41200000000000614,2.1,2.7,2.719744,0.13977665199990952,0.0,168.0,89,,,68267.0,3838.234624,204062.715904,868.0,865.509376,89.71400813662024,0.0
0.0001,,,,,,,1682873683.0,7.089111328125,197.49322101461246,,,,27,,,,,1984.0,,0.0027694079999491805,,,0.0,,,,,,,,,,,,90,61.0,0.16203087799976856,,,,,,,
0.0001,,,,,,,1682873684.0,7.4140625,195.37336695950873,,,,28,0.01676878999978726,1.5610003174515441e-06,,,2016.0,,0.0027621450003607606,0.00043181699993510847,,0.0,0.00235457700000552,,,,,,,,0.14147006700022757,,,91,62.0,0.16378895700063367,,,,,,,
0.0001,,,,,,,1682873684.0,7.2265625,195.8094465433541,,,,28,0.01707082100028856,1.725999936752487e-06,,,2048.0,,0.0029097560000082012,0.0004281820001779124,,0.0,0.0023821500003577967,,,,,,,,0.14063155399981042,,,92,63.0,0.16342418900057964,,,,,,,
,0.0,3.3,0.0,0.09387961757478136,0.0,3.5333333333333337,1682873684.0,,,4981.653504,251.0,107441.0,28,0.01663508499996169,1.4920001376594882e-06,94198.0,5585.149952,,27589.402624,,0.000428193000061583,0.1370000000000573,,0.00239192200024263,0.06947778176660532,,,0.43199999999998795,2.1,2.7,2.719744,0.14120328500030155,0.0,180.0,93,,,71973.0,3838.234624,204065.193984,894.0,865.509376,92.38146299401632,0.0
0.0001,,,,,,,1682873684.0,7.2242431640625,195.5849365411176,,,,28,,,,,2080.0,,0.002951805000066088,,,0.0,,,,,,,,,,,,94,64.0,0.1636117820007712,,,,,,,
0.0001,,,,,,,1682873685.0,7.0948486328125,195.97211529976994,,,,29,0.0165831529998286,1.5699997675255872e-06,,,2112.0,,0.0028130589998909272,0.00042677500005083857,,0.0,0.0023758339998494193,,,,,,,,0.1410881460001292,,,95,65.0,0.1632885369995165,,,,,,,
0.0001,,,,,,,1682873685.0,7.3531494140625,194.55990561465282,,,,29,0.017069828000330745,1.5609998627041932e-06,,,2144.0,,0.0028321869999672344,0.0004465530000743456,,0.0,0.0023905240000203776,,,,,,,,0.14173311100012143,,,96,66.0,0.16447376400037683,,,,,,,
,0.0,3.3,0.0,0.15555646347066404,0.0,3.5333333333333337,1682873685.0,,,4982.382592,255.0,111204.0,29,0.01666769999974349,1.6849999155965634e-06,96884.0,5585.158144,,27589.402624,,0.00043338399973436026,0.13800000000003365,,0.002421242999844253,0.016348316171421077,,,0.4480000000000075,2.1,2.7,2.719744,0.14071713500015903,0.0,198.0,97,,,75104.0,3838.234624,204064.907264,912.0,865.509376,101.09299009718261,0.0
0.0001,,,,,,,1682873685.0,7.3125,196.16016477492602,,,,29,,,,,2176.0,,0.002890853000280913,,,0.0,,,,,,,,,,,,98,67.0,0.16313199999967765,,,,,,,
0.0001,,,,,,,1682873686.0,7.343994140625,195.33765401503834,,,,30,0.016573124999922584,1.5369996617664583e-06,,,2208.0,,0.0027925899998990644,0.00042019300008178107,,0.0,0.0023801500001354725,,,,,,,,0.14165130700030204,,,99,68.0,0.1638189020000027,,,,,,,
0.0001,,,,,,,1682873686.0,7.1036376953125,196.2111973431406,,,,30,0.01678103399990505,1.5120003808988258e-06,,,2240.0,,0.002821158999722684,0.00041983599976447294,,0.0,0.0024206250000133878,,,,,,,,0.1406454049997592,,,100,69.0,0.16308957099954569,,,,,,,
,0.0,3.3,0.0,0.13252673097660791,0.0,3.5333333333333337,1682873686.0,,,4989.935616,263.0,115412.0,30,0.01651953400005368,1.8670002646103967e-06,99769.0,5585.166336,,27589.402624,,0.00040967200038721785,0.1410000000000764,,0.002390605000073265,0.08174158084258516,,,0.47199999999998,2.1,2.7,2.719744,0.14162496300014027,0.0,204.0,101,,,78747.0,3838.234624,204056.90368,942.0,865.509376,97.89220851389125,0.0
0.0001,,,,,,,1682873686.0,7.471435546875,195.50631066490593,,,,30,,,,,2272.0,,0.0027309399997648143,,,0.0,,,,,,,,,,,,102,70.0,0.16367758100068386,,,,,,,
0.0001,,,,,,,1682873687.0,7.149169921875,195.56893116703276,,,,31,0.01678733700009616,1.6269996194751002e-06,,,2304.0,,0.002415544000086811,0.0004197299999759707,,0.0,0.0024108050001814263,,,,,,,,0.14159012899972367,,,103,71.0,0.16362517199968352,,,,,,,
0.0001,,,,,,,1682873687.0,7.36962890625,195.13541556284417,,,,31,0.016605974999947648,1.5919999896141235e-06,,,2336.0,,0.0027379930002098263,0.000418560000071011,,0.0,0.0024246130001301935,,,,,,,,0.14179995099993903,,,104,72.0,0.16398868400028732,,,,,,,
,0.0,3.3,0.0,0.17774383922952386,0.0,3.5333333333333337,1682873687.0,,,4977.700864,267.0,119110.0,31,0.017878116000247246,1.452000105928164e-06,102278.0,5585.432576,,27589.664768,,0.00045174299975769827,0.14200000000005275,,0.002569907999713905,0.016347931144427046,,,0.48799999999999955,2.1,2.7,2.719744,0.13934534899999562,0.0,217.0,105,,,82467.0,3838.234624,204069.13024,962.0,865.509376,97.33979672130046,0.0
0.0001,,,,,,,1682873687.0,7.2257080078125,195.02246003597048,,,,31,,,,,2368.0,,0.003837097000086942,,,0.0,,,,,,,,,,,,106,73.0,0.16408366499990734,,,,,,,
0.0001,,,,,,,1682873688.0,7.2259521484375,195.3904796906055,,,,32,0.017046598000433733,1.3389999367063865e-06,,,2400.0,,0.0030087130003266793,0.0004241569999976491,,0.0,0.002464959999997518,,,,,,,,0.14082884500021464,,,107,74.0,0.16377461200090693,,,,,,,
0.0001,,,,,,,1682873688.0,7.1778564453125,195.15092161200292,,,,32,0.016935371999807103,1.4830002328380942e-06,,,2432.0,,0.002846589999990101,0.0004258700000718818,,0.0,0.0024372919997404097,,,,,,,,0.14132904699999926,,,108,75.0,0.1639756539998416,,,,,,,
,0.0,3.3,0.0,0.06621413108555393,0.0,3.5333333333333337,1682873688.0,,,4969.152512,271.0,123183.0,32,0.016796257000351034,1.4649999684479553e-06,105078.0,5585.440768,,27589.664768,,0.00039990699997360935,0.14400000000000546,,0.0024696780001249863,0.01634798559158783,,,0.5079999999999814,2.2,2.733333333333333,2.719744,0.14098171999967235,0.0,230.0,109,,,85075.0,3838.234624,204077.727744,986.0,865.509376,85.36339349659384,0.0
0.0001,,,,,,,1682873688.0,7.302978515625,194.87546227785688,,,,32,,,,,2464.0,,0.0035584090001066215,,,0.0,,,,,,,,,,,,110,76.0,0.16420743600019705,,,,,,,
0.0001,,,,,,,1682873689.0,7.3599853515625,194.86834195526777,,,,33,0.017346087000078114,1.5519999578827992e-06,,,2496.0,,0.003316845999961515,0.00042831299970202963,,0.0,0.0025452459999542043,,,,,,,,0.14057539199984603,,,111,77.0,0.16421343599949978,,,,,,,
0.0001,,,,,,,1682873689.0,6.9739990234375,197.4795183037465,,,,33,0.01732047799987413,1.717000031931093e-06,,,2528.0,,0.003487572999802069,0.00043590400036919164,,0.0,0.0025686099997983547,,,,,,,,0.13822783900013746,,,112,78.0,0.16204212100001314,,,,,,,
,0.0,3.3,0.0,0.17497760378259847,0.0,3.5333333333333337,1682873689.0,,,4973.432832,278.0,127546.0,33,0.017440357000396034,1.4629999895987567e-06,108041.0,5585.44896,,27589.664768,,0.00044852100018033525,0.1450000000000955,,0.0025445339997531846,0.05312946173537297,,,0.5279999999999916,2.2,2.733333333333333,2.719744,0.1422979580001993,0.0,257.0,113,,,88115.0,3838.234624,204074.328064,1006.0,865.509376,86.29520095946441,0.0
0.0001,,,,,,,1682873689.0,7.09228515625,192.38854058509867,,,,33,,,,,2560.0,,0.003597240000090096,,,0.0,,,,,,,,,,,,114,79.0,0.16633007300060854,,,,,,,
0.0001,,,,,,,1682873690.0,7.357421875,194.52402587806156,,,,34,0.017370258000028116,1.749999682942871e-06,,,2592.0,,0.0032796909999888157,0.0005129099999976461,,0.0,0.0025642220002737304,,,,,,,,0.14077527000017653,,,115,80.0,0.16450410100014778,,,,,,,
0.0001,,,,,,,1682873690.0,7.06396484375,194.17604982557904,,,,34,0.01742807599976004,1.8840000848285854e-06,,,2624.0,,0.003413259999888396,0.000458754999726807,,0.0,0.0025221959999726096,,,,,,,,0.14097473199990418,,,116,81.0,0.16479890299933686,,,,,,,
,0.0,3.3,0.0,0.0649032085584349,0.0,3.5333333333333337,1682873690.0,,,4979.146752,282.0,130511.0,34,0.017401113000232726,1.5259997780958656e-06,110222.0,5585.457152,,27589.664768,,0.00044049999996786937,0.1470000000000482,,0.0025576080001883383,0.01634753058003618,,,0.5439999999999827,2.2,2.733333333333333,2.719744,0.1411175979997097,0.0,280.0,117,,,91709.0,3838.234624,204068.16768,1029.0,865.509376,101.62572493401134,0.0
0.0001,,,,,,,1682873690.0,7.107421875,194.09572098552638,,,,34,,,,,2656.0,,0.0033487620003143093,,,0.0,,,,,,,,,,,,118,82.0,0.16486710700019103,,,,,,,
0.0001,,,,,,,1682873691.0,7.2366943359375,193.69407745602237,,,,35,0.017379842999616812,1.6310000319208484e-06,,,2688.0,,0.003399366000394366,0.0006960299997444963,,0.0,0.002559778999966511,,,,,,,,0.14117232599983254,,,119,83.0,0.16520897499958664,,,,,,,
0.0001,,,,,,,1682873691.0,7.24365234375,194.80670526784215,,,,35,0.017402736999883928,1.5939999684633221e-06,,,2720.0,,0.0037187390003055043,0.0004690600003414147,,0.0,0.0025676410000414762,,,,,,,,0.14010562200019194,,,120,84.0,0.16426539300073273,,,,,,,
,0.0,3.3,0.0,0.16335378533281475,0.0,3.5333333333333337,1682873691.0,,,4993.957888,288.0,133574.0,35,0.01753865599994242,1.7279999156016856e-06,112540.0,5585.461248,,27589.664768,,0.00045208099982119165,0.15000000000009095,,0.0025316579999525857,0.06130256883989397,,,0.5720000000000027,2.2,2.733333333333333,2.719744,0.14017518299988296,0.0,312.0,121,,,95572.0,3838.234624,204052.914176,1057.0,865.509376,88.74736173601787,0.0
0.0001,,,,,,,1682873691.0,7.3203125,194.53885421852206,,,,35,,,,,2752.0,,0.0037922559999969963,,,0.0,,,,,,,,,,,,122,85.0,0.16449156199951176,,,,,,,
0.0001,,,,,,,1682873692.0,7.063232421875,193.92172120641374,,,,36,0.01740705900010653,1.9090002751909196e-06,,,2784.0,,0.003313186000013957,0.00045688699992751935,,0.0,0.002546863999668858,,,,,,,,0.14128913200011084,,,123,86.0,0.1650150370001029,,,,,,,
0.0001,,,,,,,1682873692.0,7.199951171875,194.78130840418316,,,,36,0.017320426999958727,1.7009997463901527e-06,,,2816.0,,0.0034991089996765368,0.00043221099986112677,,0.0,0.0025759210002433974,,,,,,,,0.14045744199984256,,,124,87.0,0.16428681099932874,,,,,,,
,0.0,3.3,0.0,0.08277109688829636,0.0,3.5333333333333337,1682873692.0,,,4996.390912,292.0,136924.0,36,0.017592725999747927,1.7340003068966325e-06,114988.0,5585.46944,,27589.664768,,0.0004533229998742172,0.1510000000000673,,0.0026096649999090005,0.01634826950051647,,,0.5919999999999845,2.2,2.733333333333333,2.719744,0.14107548299989503,0.0,342.0,125,,,99478.0,3838.234624,204050.894848,1075.0,865.509376,115.97531830261364,0.0
0.0001,,,,,,,1682873692.0,7.15625,193.58839003018215,,,,36,,,,,2848.0,,0.0035662380000758276,,,0.0,,,,,,,,,,,,126,88.0,0.1652991689998089,,,,,,,
0.0001,,,,,,,1682873693.0,7.092529296875,193.85775867484358,,,,37,0.01767197799972564,1.8119999367627315e-06,,,2880.0,,0.003468659999725787,0.0004626039999493514,,0.0,0.0025778960002753593,,,,,,,,0.14088653300041187,,,127,89.0,0.16506948300002477,,,,,,,
0.0001,,,,,,,1682873693.0,7.0916748046875,194.07118003221083,,,,37,0.017369468999731907,1.481999788666144e-06,,,2912.0,,0.003581096999823785,0.0007876160002524557,,0.0,0.0025782420002542494,,,,,,,,0.14057004900041647,,,128,90.0,0.16488795500026754,,,,,,,
,0.0,3.3,0.0,0.15777020281380094,0.0,3.5333333333333337,1682873693.0,,,5000.23296,296.0,140563.0,37,0.017398839000179578,1.3369999578571878e-06,117603.0,5585.477632,,27589.664768,,0.00044302699961917824,0.15200000000004366,,0.0025476860000708257,0.01634692782595753,,,0.6119999999999948,2.2666666666666666,2.733333333333333,2.719744,0.14078824800026268,0.0,373.0,129,,,103245.0,3838.23872,204046.630912,1102.0,865.509376,99.37208824937457,0.0
0.0001,,,,,,,1682873693.0,7.3497314453125,194.28435582120383,,,,37,,,,,2944.0,,0.003527897000367375,,,0.0,,,,,,,,,,,,130,91.0,0.1647070340004575,,,,,,,
0.0001,,,,,,,1682873694.0,6.9661865234375,194.13017684087308,,,,38,0.017615112999919802,1.7470001694164239e-06,,,2976.0,,0.003445411000029708,0.0004447420001270075,,0.0,0.0026278909999746247,,,,,,,,0.14070294100019964,,,131,92.0,0.1648378450004202,,,,,,,
0.0001,,,,,,,1682873694.0,6.98779296875,194.50358518468028,,,,38,0.01740345099960905,1.6569997569604311e-06,,,3008.0,,0.0034157790000790555,0.0004311880002205726,,0.0,0.0025505190001240408,,,,,,,,0.14071879499988427,,,132,93.0,0.16452138899967395,,,,,,,
,0.0,3.3,0.0,0.08861516928245525,0.0,3.5333333333333337,1682873694.0,,,5004.791808,331.0,144136.0,38,0.01666757399971175,1.5069999790284783e-06,120079.0,5585.481728,,27589.664768,,0.0004398760002004565,0.17799999999999727,,0.0023976380002750375,0.20435531336139406,,,0.632000000000005,2.2666666666666666,2.733333333333333,2.719744,0.14202424399991287,0.0,400.0,133,,,106986.0,3838.242816,204042.051584,1124.0,865.509376,92.64761050334211,0.0
0.0001,,,,,,,1682873694.0,7.06689453125,194.8503595208891,,,,38,,,,,3040.0,,0.002697752000131004,,,0.0,,,,,,,,,,,,134,94.0,0.16422859100021014,,,,,,,
0.0001,,,,,,,1682873695.0,7.1669921875,195.37293396123414,,,,39,0.01745832699998573,1.6560002222831827e-06,,,3072.0,,0.0026468240002941457,0.0004332869998506794,,0.0,0.002536806000080105,,,,,,,,0.14071241999999984,,,135,95.0,0.16378932000043278,,,,,,,
0.0001,,,,,,,1682873695.0,7.2567138671875,194.55663725164413,,,,39,0.017046633000063593,1.8089999684889335e-06,,,3104.0,,0.002636785000049713,0.00043601900006251526,,0.0,0.002464497000346455,,,,,,,,0.14189078399977006,,,136,96.0,0.16447652700026083,,,,,,,
,0.0,3.3,0.0,0.15653003986657932,0.0,3.5333333333333337,1682873695.0,,,5006.393344,339.0,147563.0,39,0.017038749000221287,1.4259999261412304e-06,122477.0,5585.485824,,27589.664768,,0.00043170300023120944,0.18200000000001637,,0.002461542999753874,0.0735672827440276,,,0.6519999999999868,2.2666666666666666,2.733333333333333,2.719744,0.1414214289998199,0.0,422.0,137,,,110490.0,3838.242816,204040.892416,1142.0,865.509376,92.60583456746929,0.0
0.0001,,,,,,,1682873695.0,7.2672119140625,195.00861791892083,,,,39,,,,,3136.0,,0.0027404619995650137,,,0.0,,,,,,,,,,,,138,97.0,0.16409531199951743,,,,,,,
0.0001,,,,,,,1682873696.0,7.2647705078125,195.41690443861825,,,,40,0.0166545409997525,1.829000211728271e-06,,,3168.0,,0.0026745230002234166,0.00040934000026027206,,0.0,0.002366653000080987,,,,,,,,0.14164557999993121,,,139,98.0,0.16375246600046012,,,,,,,
0.0001,,,,,,,1682873696.0,7.2567138671875,193.63926598716225,,,,40,0.01654233999988719,1.48799972521374e-06,,,3200.0,,0.002715846000228339,0.00040189499986809096,,0.0,0.002430111999728979,,,,,,,,0.14316405799991117,,,140,99.0,0.16525573899934898,,,,,,,
,0.0,3.3,0.0,0.11016279130278239,0.0,3.5333333333333337,1682873696.0,,,5030.21568,343.0,151490.0,40,0.016657761000260507,1.618000169401057e-06,125126.0,5585.494016,,27589.664768,,0.00041063000026042573,0.1830000000001064,,0.0024091959999168466,0.01634761224691112,,,0.6680000000000064,2.2666666666666666,2.733333333333333,2.719744,0.14202241800012416,0.0,436.0,141,,,114939.0,3838.246912,204035.907584,1166.0,865.509376,99.51034233172466,0.0
0.0001,,,,,,,1682873696.0,7.382568359375,194.71989263454225,,,,40,,,,,3232.0,,0.0028370049999466573,,,0.0,,,,,,,,,,,,142,100.0,0.164338628000678,,,,,,,
0.0001,,,,,,,1682873697.0,7.066162109375,193.90212125085907,,,,41,0.017967989999760903,1.5739997252239846e-06,,,3264.0,,0.003574629000013374,0.0004594220004037197,,0.0,0.002808821000144235,,,,,,,,0.14021928100009973,,,143,101.0,0.16503171700014718,,,,,,,
0.0001,,,,,,,1682873697.0,7.3726806640625,194.58232341786967,,,,41,0.017108202000144956,1.919000169436913e-06,,,3296.0,,0.002957882999908179,0.0004130980000809359,,0.0,0.002500405999853683,,,,,,,,0.14147330700006933,,,144,102.0,0.16445481500022652,,,,,,,
,0.0,3.3,0.0,0.16287547894460533,0.0,3.5333333333333337,1682873697.0,,,5029.892096,347.0,155562.0,41,0.017047954999725334,1.3779999790131114e-06,127866.0,5585.494016,,27589.664768,,0.0004286459998184,0.18400000000008276,,0.0024711010000828537,0.016347413914487404,,,0.6879999999999882,2.2666666666666666,2.733333333333333,2.719744,0.1412191930003246,0.0,454.0,145,,,118492.0,3838.246912,204017.43872,1184.0,865.509376,113.97021065658151,0.0
0.0001,,,,,,,1682873697.0,7.3409423828125,194.9643083107531,,,,41,,,,,3328.0,,0.0029643329999089474,,,0.0,,,,,,,,,,,,146,103.0,0.16413260599983914,,,,,,,
0.0001,,,,,,,1682873698.0,7.2996826171875,192.97766111054767,,,,42,0.01681517299994084,1.3579997357737739e-06,,,3360.0,,0.0026599020002322504,0.00042534700014584814,,0.0,0.0024770230002104654,,,,,,,,0.14344349900011366,,,147,104.0,0.16582230200037884,,,,,,,
0.0001,,,,,,,1682873698.0,7.3431396484375,194.09027972235106,,,,42,0.016714454000066326,1.4289998944150284e-06,,,3392.0,,0.002948783000192634,0.0004107760000806593,,0.0,0.00241077700002279,,,,,,,,0.14238551000016741,,,148,105.0,0.16487172900042424,,,,,,,
,0.0,3.3,0.0,0.07228098990108126,0.0,3.5333333333333337,1682873698.0,,,5030.649856,351.0,158875.0,42,0.016625830000066344,1.7890001799969468e-06,130277.0,5585.494016,,27589.664768,,0.0004156150002927461,0.18600000000003547,,0.002419571999780601,0.016348036142730456,,,0.7039999999999793,2.3666666666666667,2.7666666666666666,2.719744,0.14214660899961018,0.0,477.0,149,,,122279.0,3838.246912,204016.676864,1204.0,865.509376,94.97726862469398,0.0
0.0001,,,,,,,1682873698.0,7.4066162109375,194.62099559044955,,,,42,,,,,3424.0,,0.0028127219998168584,,,0.0,,,,,,,,,,,,150,106.0,0.16442213699974673,,,,,,,
0.0001,,,,,,,1682873699.0,7.0020751953125,194.03569797199927,,,,43,0.017453199999636126,1.4689999261463527e-06,,,3456.0,,0.003321649000099569,0.0004703900003732997,,0.0,0.002540614999816171,,,,,,,,0.14113078400032464,,,151,107.0,0.16491810700017595,,,,,,,
0.0001,,,,,,,1682873699.0,7.1578369140625,194.02147913501506,,,,43,0.01733126099998117,1.4949996511859354e-06,,,3488.0,,0.003415722000227106,0.00048519700021643075,,0.0,0.002583626000159711,,,,,,,,0.1411128920003648,,,152,108.0,0.1649301930006004,,,,,,,
,0.0,3.3,0.0,0.1683124201182592,0.0,3.5333333333333337,1682873699.0,,,5031.575552,361.0,161918.0,43,0.017335662999812484,1.5470000107598025e-06,132438.0,5585.494016,,27589.664768,,0.00044657700027528335,0.18900000000007822,,0.002540645999943081,0.06539318689345366,,,0.7239999999999895,2.3666666666666667,2.7666666666666666,2.719744,0.14150451600016822,0.0,507.0,153,,,125771.0,3838.246912,204016.193536,1223.0,865.509376,91.04328926913598,0.0
0.0001,,,,,,,1682873699.0,7.276123046875,193.39756779679084,,,,43,,,,,3520.0,,0.0036333180000838183,,,0.0,,,,,,,,,,,,154,109.0,0.16546226700029365,,,,,,,
0.0001,,,,,,,1682873700.0,7.2760009765625,192.41099295969255,,,,44,0.01743519899991952,1.8149999050365295e-06,,,3552.0,,0.0031410340002366866,0.00042529999973339727,,0.0,0.0025338549999105453,,,,,,,,0.14277346100016075,,,155,110.0,0.16631066399986594,,,,,,,
0.0001,,,,,,,1682873700.0,7.0555419921875,192.64787093683177,,,,44,0.017355034000047453,1.5759997040731832e-06,,,3584.0,,0.0035847200001626334,0.0004324129999986326,,0.0,0.002630728999974963,,,,,,,,0.1421016980002605,,,156,111.0,0.16610617000014827,,,,,,,
,0.0,3.3,0.0,0.0675404812820223,0.0,3.5333333333333337,1682873700.0,,,4991.500288,367.0,165570.0,44,0.017316769999979442,1.7340003068966325e-06,134952.0,5585.494016,,27589.664768,,0.0004272619999028393,0.19200000000000728,,0.002558039000177814,0.05721902491851403,,,0.7399999999999807,2.3666666666666667,2.7666666666666666,2.719744,0.14222799300023325,0.0,537.0,157,,,129206.0,3838.246912,204056.244224,1246.0,865.509376,90.17490025687769,0.0
0.0001,,,,,,,1682873700.0,6.93798828125,192.69907408596956,,,,44,,,,,3616.0,,0.0035302349997436977,,,0.0,,,,,,,,,,,,158,112.0,0.16606203300034394,,,,,,,
