_runtime,02_timing/dataload_time_s,memory/total_memory_sys_MB,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,01_general/lr,01_general/step,01_general/step_based_sps,02_timing/opt_step_time_s,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB,_step,02_timing/forward_time_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,_timestamp,02_timing/backward_time_s,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,01_general/minibatch_loss,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,process/memory/shared_memory_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,cpu/logical_core_count,cpu/interrupts/interrupts_count,01_general/locally_processed_samples
111,0.0029890150008213823,,,,,0.0001,312.0,188.60018221692857,1.9649996829684824e-06,,,,,,,0.0,,,424,,,,,,,,,,1680626860.0,0.14725973300028272,,,,,0.16967109800134494,7.20263671875,,,,,,,,10016.0
111,0.002777871000034793,,,,,0.0001,313.0,189.2999291693378,1.9179997252649628e-06,,,,,,,0.0,,,425,0.016595463999692583,,,,,,0.0024356320000151754,,,1680626860.0,0.1464313440001206,0.0008016799993129098,,,,0.16904390899890132,7.17578125,,,,,,,,10048.0
112,0.0030265149998740526,,,,,0.0001,314.0,190.99490307426274,1.5100004020496272e-06,,,,,,,0.0,,,426,0.017108188999372942,,,,,,0.0024458380003125058,,,1680626861.0,0.1445261409999148,0.0004355450000730343,,,,0.16754373799994937,7.2291259765625,,,,,,,,10080.0
112,,,2300.0,392795.0,2498.0,,,,,4399.333376,0.0,0.016347180581125734,97.34765195881755,0.0,5528.276992,,0.0,27130.49088,427,0.01658238199979678,0.0,762.0,3836.370944,3.0,0.31899999999996,0.0025718650003909715,3.766666666666666,3.2333333333333334,1680626861.0,,0.0004221419994792086,1.9920000000000186,0.0,2.719744,,,204836.712448,370729.0,869.888,0.0677035086579825,4.166666666666666,,291878.0,
112,0.003042289999939385,,,,,0.0001,315.0,190.01265460615232,1.6670001059537753e-06,,,,,,,0.0,,,428,,,,,,,,,,1680626861.0,0.14578948999951535,,,,,0.16840983599922765,7.101806640625,,,,,,,,10112.0
112,0.003326664999804052,,,,,0.0001,316.0,188.83462299771486,1.781000719347503e-06,,,,,,,0.0,,,429,0.017385213999659754,,,,,,0.002752806999524182,,,1680626861.0,0.14554117300031066,0.0004528090003077523,,,,0.16946044900032575,6.961669921875,,,,,,,,10144.0
113,0.0031179839998003445,,,,,0.0001,317.0,190.34879274929122,1.4600000213249587e-06,,,,,,,0.0,,,430,0.01720516800014593,,,,,,0.0025233489996026037,,,1680626862.0,0.14481421300024522,0.0004502659994614078,,,,0.16811243999927683,7.25390625,,,,,,,,10176.0
113,,,2322.0,395927.0,2503.0,,,,,4385.964032,0.0,0.0572094026074817,101.59829621140322,0.0,5528.276992,,0.0,27130.49088,431,,0.0,769.0,3836.387328,3.0,0.32099999999996953,0.002528601999983948,4.0,3.3000000000000003,1680626862.0,,,2.0120000000000005,0.0,2.719744,,,204849.586176,374617.0,869.904384,0.06859062583728671,4.166666666666666,,294107.0,
113,0.0028698379992420087,,,,,0.0001,318.0,188.32094026667698,1.8379996618023142e-06,,,,,,,0.0,,,432,0.018387930000244523,,,,,,,,,1680626862.0,0.14566273299988097,0.0004717450001407997,,,,0.16992268599915406,7.14306640625,,,,,,,,10208.0
113,0.0028215440006533754,,,,,0.0001,319.0,189.16633520960914,1.7640004443819635e-06,,,,,,,0.0,,,433,0.017108474999986356,,,,,,0.0025203340001098695,,,1680626862.0,0.14625739900020562,0.0004537760005405289,,,,0.16916329200194014,7.1663818359375,,,,,,,,10240.0
114,0.0028130589998909272,,,,,0.0001,320.0,191.84899220450586,1.6620006135781296e-06,,,,,,,0.0,,,434,0.017162673000711948,,,,,,0.002687297999727889,,,1680626863.0,0.14369874099975277,0.0004344199996921816,,,,0.1667978530003893,7.1881103515625,,,,,,,,10272.0
114,,,2352.0,399091.0,2511.0,,,,,4387.979264,0.0,0.016356176239999073,101.92467824179741,0.0,5528.276992,,0.0,27130.49088,435,,0.0,773.0,3819.163648,3.0,0.32200000000000273,,4.0,3.3000000000000003,1680626863.0,,,2.02800000000002,0.0,2.719744,,,204847.570944,378314.0,852.680704,0.0556173883396514,4.166666666666666,,296369.0,
114,0.002999715000441938,,,,,0.0001,321.0,189.0119564759219,1.5320001693908125e-06,,,,,,,0.0,,,436,0.01735653200012166,,,,,,0.0027877900001840317,,,1680626863.0,0.14568864200009557,0.0004672479999499046,,,,0.1693014590009625,7.0484619140625,,,,,,,,10304.0
114,0.0031080010003279313,,,,,0.0001,322.0,189.16742327135552,1.73499938682653e-06,,,,,,,0.0,,,437,0.017266272000597382,,,,,,0.002560078999522375,,,1680626863.0,0.14578510400042433,0.00044112800060247537,,,,0.16916231900086132,7.473388671875,,,,,,,,10336.0
115,,,2372.0,403389.0,2515.0,,,,1.6490002963109873e-06,4393.32864,0.0,0.012261467567515979,124.86104680098963,0.0,5528.276992,,0.0,27130.49088,438,0.017076903999623028,0.0,776.0,3836.370944,3.0,0.3229999999999791,0.002496854999662901,4.0,3.3000000000000003,1680626864.0,0.1459662510005728,0.0004398700002639089,2.0400000000000205,0.0,2.719744,,,204822.892544,382964.0,869.888,0.11444036398125494,4.166666666666666,,299270.0,
115,0.0029059240005153697,,,,,0.0001,323.0,189.47529512345105,,,,,,,,0.0,,,439,,,,,,,,,,1680626864.0,,,,,,0.16888745300093433,7.365478515625,,,,,,,,10368.0
115,0.0028869139996459126,,,,,0.0001,324.0,190.44302051663948,1.7700003809295595e-06,,,,,,,0.0,,,440,0.017095870999582985,,,,,,0.002518567000151961,,,1680626864.0,0.14508836500044708,0.00043777399969258113,,,,0.16802926099990145,7.2127685546875,,,,,,,,10400.0
115,0.002853642999980366,,,,,0.0001,325.0,189.95405314139447,1.8150003597838804e-06,,,,,,,0.0,,,441,0.0172566179999194,,,,,,0.0027065610001955065,,,1680626864.0,0.14518380699973932,0.00045934700028738007,,,,0.16846179100048175,7.171142578125,,,,,,,,10432.0
116,,,2389.0,406672.0,2523.0,,,,1.4450006347033195e-06,4370.878464,0.0,0.06948080654185756,85.05885997643577,0.0,5528.276992,,0.0,27130.49088,442,0.017132739999397018,0.0,782.0,3836.387328,3.0,0.32499999999998863,0.0027588699995249044,4.0,3.3000000000000003,1680626865.0,0.14616642399960256,0.00045079000028636074,2.05600000000004,0.0,2.719744,,,204845.838336,386380.0,869.904384,0.04136598569684806,4.166666666666666,,301593.0,
116,0.002982111999699555,,,,,0.0001,326.0,188.79904696224312,,,,,,,,0.0,,,443,,,,,,,,,,1680626865.0,,,,,,0.1694923809991451,7.4744873046875,,,,,,,,10464.0
116,0.0030673499995828024,,,,,0.0001,327.0,190.30302378549143,1.4990000636316836e-06,,,,,,,0.0,,,444,0.016839735000758083,,,,,,0.002485341999999946,,,1680626865.0,0.14515517100062425,0.000603774999945017,,,,0.16815287200097373,7.4210205078125,,,,,,,,10496.0
116,0.0027693360007106094,,,,,0.0001,328.0,190.46867376444163,1.4060005923965946e-06,,,,,,,0.0,,,445,0.01684493900029338,,,,,,0.002452897999319248,,,1680626865.0,0.14550460600003134,0.00043344500045350287,,,,0.16800663000140048,7.136474609375,,,,,,,,10528.0
117,,,2408.0,410341.0,2533.0,,,,1.9290000636829063e-06,4383.88736,0.0,0.016348234497512888,107.95116012901252,0.0,5528.276992,,0.0,27130.49088,446,0.017033971999808273,0.0,786.0,3836.370944,3.0,0.3269999999999982,0.0025594090002414305,4.0,3.3000000000000003,1680626866.0,0.1458246769998368,0.0004701249999925494,2.0720000000000027,0.0,2.719744,,,204832.333824,390523.0,869.888,0.06702137540137192,4.166666666666666,,304088.0,
117,0.0030179400000633905,,,,,0.0001,329.0,189.4521878684554,,,,,,,,0.0,,,447,,,,,,,,,,1680626866.0,,,,,,0.16890805200000614,6.9345703125,,,,,,,,10560.0
117,0.002807193999615265,,,,,0.0001,330.0,190.00619432112978,2.011999640672002e-06,,,,,,,0.0,,,448,0.016939744999945106,,,,,,0.0027056130002165446,,,1680626866.0,0.14552276100039307,0.0004382369997983915,,,,0.16841556199960905,7.2894287109375,,,,,,,,10592.0
117,0.0030691649999425863,,,,,0.0001,331.0,190.51376704879203,1.6590001905569807e-06,,,,,,,0.0,,,449,0.01676449699971272,,,,,,0.0026901119999820367,,,1680626866.0,0.14499796600011905,0.0004434649999893736,,,,0.16796686399993632,7.372802734375,,,,,,,,10624.0
118,,,2423.0,413379.0,2544.0,,,,1.5920004443614744e-06,4386.238464,0.0,0.07765616449468263,99.56589976360331,0.0,5528.276992,,0.0,27130.49088,450,0.01701788500031398,0.0,795.0,3836.387328,3.0,0.3299999999999841,0.002511796999897342,3.933333333333333,3.3000000000000003,1680626867.0,0.14546187599989935,0.00045067500013828976,2.0920000000000414,0.0,2.719744,,,204829.98272,392869.0,869.904384,0.05664557393667273,4.166666666666666,,306461.0,
118,0.0032302109993906925,,,,,0.0001,332.0,189.7150311858552,,,,,,,,0.0,,,451,,,,,,,,,,1680626867.0,,,,,,0.16867403600008402,7.1588134765625,,,,,,,,10656.0
118,0.0028505919999588514,,,,,0.0001,333.0,188.51413202536008,2.3040001906338148e-06,,,,,,,0.0,,,452,0.016926532999605115,,,,,,0.0024904859992602724,,,1680626867.0,0.14703405599993857,0.00044457599960878724,,,,0.16974854699856223,7.3380126953125,,,,,,,,10688.0
118,0.002860751000298478,,,,,0.0001,334.0,189.92498408294213,1.6670001059537753e-06,,,,,,,0.0,,,453,0.017111054999986663,,,,,,0.0025013710001076106,,,1680626867.0,0.14524759699997958,0.0007651339992662542,,,,0.16848757499974454,7.2265625,,,,,,,,10720.0
119,,,2447.0,416349.0,2554.0,,,,1.4349998309626244e-06,4391.882752,0.0,0.016348697327116437,98.698857923141,0.0,5528.276992,,0.0,27130.49088,454,0.016848090999701526,0.0,799.0,3836.370944,3.0,0.33099999999996044,0.0025673500003904337,3.933333333333333,3.3000000000000003,1680626868.0,0.1454192380006134,0.0004440439997779322,2.108000000000004,0.0,2.719744,,,204823.867392,396822.0,869.888,0.4778960517814159,4.166666666666666,,308654.0,
119,0.003138057999422017,,,,,0.0001,335.0,190.0032001291957,,,,,,,,0.0,,,455,,,,,,,,,,1680626868.0,,,,,,0.16841821599973628,7.1986083984375,,,,,,,,10752.0
119,0.00283396799932234,,,,,0.0001,336.0,189.0094668885203,1.933999556058552e-06,,,,,,,0.0,,,456,0.01715269900068961,,,,,,0.0028236999996806844,,,1680626868.0,0.14603038700079196,0.000461000999166572,,,,0.16930368899920722,7.089599609375,,,,,,,,10784.0
119,0.003461194000010437,,,,,0.0001,337.0,188.32780849122048,1.6160001905518584e-06,,,,,,,0.0,,,457,0.017125153000051796,,,,,,0.0025488410001344164,,,1680626868.0,0.14630639099959808,0.00047329400058515603,,,,0.16991648900057044,7.2353515625,,,,,,,,10816.0
120,,,2465.0,420227.0,2566.0,,,,1.5609994079568423e-06,4389.019648,0.0,0.08174212534165357,90.38700967561343,0.0,5528.276992,,0.0,27130.49088,458,0.016737169000407448,0.0,806.0,3836.387328,3.0,0.3340000000000032,0.002457471000525402,3.933333333333333,3.3000000000000003,1680626869.0,0.14515471499998966,0.00042755499998747837,2.1280000000000427,0.0,2.719744,,,204827.267072,400957.0,869.904384,0.06469122888591412,4.166666666666666,,311315.0,
120,0.0027095230007034843,,,,,0.0001,338.0,191.05847073316102,,,,,,,,0.0,,,459,,,,,,,,,,1680626869.0,,,,,,0.16748799400102143,7.1016845703125,,,,,,,,10848.0
120,0.0028702749996227794,,,,,0.0001,339.0,190.0712504654956,1.8390001059742644e-06,,,,,,,0.0,,,460,0.016893273999812664,,,,,,0.002501468000446039,,,1680626869.0,0.14564982499996404,0.00044123699990450405,,,,0.168357917999856,7.3426513671875,,,,,,,,10880.0
120,0.003040717000658333,,,,,0.0001,340.0,187.69510319427067,1.8219998310087249e-06,,,,,,,0.0,,,461,0.01700207700014289,,,,,,0.002617047000057937,,,1680626869.0,0.14738934999968478,0.00043825099965033587,,,,0.1704892640000253,7.3214111328125,,,,,,,,10912.0
121,,,2489.0,423955.0,2575.0,,,,1.5829991752980277e-06,4385.28,0.0,0.016347456691661943,108.58743827255599,0.0,5528.276992,,0.0,27130.49088,462,0.01705343300000095,0.0,810.0,3836.370944,3.0,0.33499999999997954,0.0028790410005967715,3.933333333333333,3.3000000000000003,1680626870.0,0.14474123999934818,0.0004928130001644604,2.1440000000000055,0.0,2.719744,,,204831.00672,404593.0,869.888,0.06610822085036915,4.166666666666666,,313883.0,
121,0.0027690419992723037,,,,,0.0001,341.0,190.54747338024868,,,,,,,,0.0,,,463,,,,,,,,,,1680626870.0,,,,,,0.16793715199855797,7.3011474609375,,,,,,,,10944.0
121,0.0030555819994333433,,,,,0.0001,342.0,190.33500948326864,2.2459998945123516e-06,,,,,,,0.0,,,464,0.017137389000708936,,,,,,0.0025851950003925595,,,1680626870.0,0.14488277899999957,0.00046142299925122643,,,,0.16812461399968015,7.1865234375,,,,,,,,10976.0
121,0.0028675359999397187,,,,,0.0001,343.0,188.98148975356432,1.966999661817681e-06,,,,,,,0.0,,,465,0.017323802000646538,,,,,,0.0025882199997795396,,,1680626870.0,0.1460911809999743,0.0004560469997159089,,,,0.16932875299971784,7.0860595703125,,,,,,,,11008.0
122,,,2504.0,427350.0,2590.0,,,,1.7329994079773314e-06,4389.842944,0.0,0.016348028364494317,97.7510320438709,0.0,5528.276992,,0.0,27130.49088,466,0.017179489999762154,0.0,814.0,3836.387328,3.0,0.3359999999999559,0.002600619000077131,3.933333333333333,3.3000000000000003,1680626871.0,0.1457376549997207,0.00042648099952202756,2.160000000000025,0.0,2.719744,,,204825.94816,408413.0,869.904384,0.09316300737313839,4.166666666666666,,316272.0,
122,0.0027204240004721214,,,,,0.0001,344.0,189.72361786787218,,,,,,,,0.0,,,467,,,,,,,,,,1680626871.0,,,,,,0.1686664019989621,7.186279296875,,,,,,,,11040.0
122,0.00282621000042127,,,,,0.0001,345.0,190.02746662808767,1.6100002540042624e-06,,,,,,,0.0,,,468,0.017197004000081506,,,,,,0.002660451000338071,,,1680626871.0,0.1452597750003406,0.0004516589997365372,,,,0.16839670900117198,7.18994140625,,,,,,,,11072.0
122,0.0027996279995932127,,,,,0.0001,346.0,188.85732014070797,1.6940002751653083e-06,,,,,,,0.0,,,469,0.017221145000803517,,,,,,0.002860780999981216,,,1680626871.0,0.14611643399985041,0.0004404010005600867,,,,0.1694400830010636,7.1937255859375,,,,,,,,11104.0
123,,,2521.0,430147.0,2605.0,,,,1.5599998732795939e-06,4384.309248,0.0,0.0694785586035775,90.67703836338765,0.0,5528.276992,,0.0,27130.49088,470,0.01731130900043354,0.0,823.0,3836.370944,3.0,0.33899999999999864,0.0026371230005679536,3.9,3.3000000000000003,1680626872.0,0.14466740700027003,0.0004471419997571502,2.180000000000007,0.0,2.719744,,,204831.481856,412190.0,869.888,0.07994344719147606,4.166666666666666,,318341.0,
123,0.0031822640003156266,,,,,0.0001,347.0,190.1967766922434,,,,,,,,0.0,,,471,,,,,,,,,,1680626872.0,,,,,,0.16824680500121758,7.08935546875,,,,,,,,11136.0
123,0.0028265709997867816,,,,,0.0001,348.0,190.3156445040368,1.635999979043845e-06,,,,,,,0.0,,,472,0.01717704800012143,,,,,,0.00258344399935595,,,1680626872.0,0.14510865200008993,0.0004443699999683304,,,,0.16814172099930147,7.236083984375,,,,,,,,11168.0
123,0.0027955790001215064,,,,,0.0001,349.0,189.151374250374,1.7540005501359701e-06,,,,,,,0.0,,,473,0.01720430099976511,,,,,,0.0025991209995481768,,,1680626872.0,0.1461274190005497,0.0004484979999688221,,,,0.16917667200050346,7.208740234375,,,,,,,,11200.0
124,,,2534.0,432913.0,2619.0,,,,,4390.567936,0.0,0.0163477950208519,88.05706264910607,0.0,5528.276992,,0.0,27130.49088,474,0.017205431000547833,0.0,827.0,3836.387328,3.0,0.339999999999975,0.0026532589999987977,3.9,3.3000000000000003,1680626873.0,,0.00045129699992685346,2.1960000000000264,0.0,2.719744,,,204824.727552,415695.0,869.904384,0.07268702221934696,4.166666666666666,,320357.0,
124,0.0027543380001588957,,,,,0.0001,350.0,189.22180086265828,1.5300001905416138e-06,,,,,,,0.0,,,475,,,,,,,,,,1680626873.0,0.1460478509998211,,,,,0.16911370600064402,7.1319580078125,,,,,,,,11232.0
124,0.003037735000361863,,,,,0.0001,351.0,189.5182535412018,2.1460000425577164e-06,,,,,,,0.0,,,476,0.01741780300017126,,,,,,0.0028786299999410403,,,1680626873.0,0.14504571999987093,0.00046713700066902675,,,,0.16884917100105667,7.298828125,,,,,,,,11264.0
124,0.003018312000676815,,,,,0.0001,352.0,187.6318997277241,2.013000084843952e-06,,,,,,,0.0,,,477,0.01719875700018747,,,,,,0.002549640999859548,,,1680626873.0,0.14734143799978483,0.00043653200009430293,,,,0.1705466930006878,7.31005859375,,,,,,,,11296.0
125,,,2549.0,437184.0,2644.0,,,,,4390.989824,0.0,0.0653874157648681,96.55922196428045,0.0,5528.276992,,0.0,27130.49088,478,0.01719011900058831,0.0,833.0,3836.370944,3.0,0.34199999999998454,0.002570489999925485,3.9,3.3000000000000003,1680626874.0,,0.00044021400026394986,2.212000000000046,0.0,2.719744,,,204843.634688,419698.0,869.888,0.08866252615892124,4.166666666666666,,323330.0,
125,0.0028960970003026887,,,,,0.0001,353.0,189.8051693225834,1.5850000636419281e-06,,,,,,,0.0,,,479,,,,,,,,,,1680626874.0,0.14549542799977644,,,,,0.16859393300092052,7.2713623046875,,,,,,,,11328.0
125,0.0028351640003165812,,,,,0.0001,354.0,190.48667744842635,1.6389994925702922e-06,,,,,,,0.0,,,480,0.017326062000392994,,,,,,0.002626112000143621,,,1680626874.0,0.14463977699961106,0.000561996999749681,,,,0.1679907509997065,7.2564697265625,,,,,,,,11360.0
126,0.0028232439999555936,,,,,0.0001,355.0,189.0831987934567,1.89200000022538e-06,,,,,,,0.0,,,481,0.017219046000718663,,,,,,0.002681113999642548,,,1680626875.0,0.14608158400005777,0.00043078999988210853,,,,0.1692376700002569,7.461669921875,,,,,,,,11392.0
126,,,2565.0,439915.0,2667.0,,,,,4391.677952,0.0,0.016345959623746416,85.65488762415625,0.0,5528.276992,,0.0,27130.49088,482,0.01706930700038356,0.0,837.0,3836.387328,3.0,0.3439999999999941,0.0027925249996769708,3.9,3.3000000000000003,1680626875.0,,0.0004421969997565611,2.2280000000000086,0.0,2.719744,,,204842.94656,423073.0,869.904384,0.06425047605113311,4.166666666666666,,325387.0,
126,0.002857120000044233,,,,,0.0001,356.0,189.0462055917464,1.850000444392208e-06,,,,,,,0.0,,,483,,,,,,,,,,1680626875.0,0.14610778800033586,,,,,0.16927078700064158,7.1138916015625,,,,,,,,11424.0
126,0.0030477959999188897,,,,,0.0001,357.0,188.24608394187712,2.303999281139113e-06,,,,,,,0.0,,,484,0.017172427999867068,,,,,,0.0026949599996441975,,,1680626875.0,0.14662564599984762,0.0004471219999686582,,,,0.16999025599852757,7.2684326171875,,,,,,,,11456.0
127,0.002893829000640835,,,,,0.0001,358.0,189.5500118859891,1.6919993868214078e-06,,,,,,,0.0,,,485,0.018856947000131186,,,,,,0.002631461999953899,,,1680626876.0,0.14389717699941684,0.0005397739996624296,,,,0.168820880999192,7.199462890625,,,,,,,,11488.0
127,,,2587.0,443023.0,2684.0,,,,,4391.702528,0.0,0.01634551249353926,86.1528705654904,0.0,5528.276992,,0.0,27130.49088,486,0.01779573000021628,0.0,841.0,3836.370944,3.0,0.34499999999997044,0.002628436000122747,3.9,3.3000000000000003,1680626876.0,,0.000453077000202029,2.2480000000000473,0.0,2.719744,,,204843.4176,426719.0,869.888,0.07069753403900887,4.166666666666666,,327657.0,
127,0.0027478579995658947,,,,,0.0001,359.0,189.55203966025996,1.5360001270892099e-06,,,,,,,0.0,,,487,,,,,,,,,,1680626876.0,0.14519243800077675,,,,,0.1688190750010108,6.9989013671875,,,,,,,,11520.0
127,0.002800533000481664,,,,,0.0001,360.0,189.27945534578396,1.6320000213454477e-06,,,,,,,0.0,,,488,0.017107122000197705,,,,,,0.002635957999700622,,,1680626876.0,0.14607932199942297,0.0004376270007924177,,,,0.16906219400061673,7.036865234375,,,,,,,,11552.0
128,0.0028963439999643015,,,,,0.0001,361.0,187.24677652966287,1.5420000636368059e-06,,,,,,,0.0,,,489,0.017433248999623174,,,,,,0.002812877999531338,,,1680626877.0,0.1473020439998436,0.0004514110005402472,,,,0.1708974679995663,7.227783203125,,,,,,,,11584.0
128,,,2602.0,445964.0,2699.0,,,,,4398.452736,0.0,0.01634721947560648,83.12770231654785,0.0,5528.276992,,0.0,27130.49088,490,0.017321476999313745,0.0,845.0,3836.387328,3.0,0.34600000000000364,0.002697937999982969,4.366666666666666,3.4333333333333336,1680626877.0,,0.0004611309996107593,2.272000000000048,0.0,2.719744,,,204836.667392,430849.0,869.904384,0.107454232690391,4.2,,329785.0,
128,0.002970901000480808,,,,,0.0001,362.0,189.63221874194147,1.6670001059537753e-06,,,,,,,0.0,,,491,,,,,,,,,,1680626877.0,0.14529458200013323,,,,,0.16874769599962747,7.260498046875,,,,,,,,11616.0
128,0.002890573000513541,,,,,0.0001,363.0,188.79031209310835,1.9019998944713734e-06,,,,,,,0.0,,,492,0.017100213000048825,,,,,,0.0026100510003743693,,,1680626877.0,0.14645507999921392,0.00044240399984118994,,,,0.16950022299988632,7.2318115234375,,,,,,,,11648.0
129,0.00283692399989377,,,,,0.0001,364.0,188.30394863037156,1.5770001482451335e-06,,,,,,,0.0,,,493,0.017205145999469096,,,,,,0.002535456000259728,,,1680626878.0,0.14690107000024,0.0004578459993354045,,,,0.16993801899934624,6.95751953125,,,,,,,,11680.0
129,,,2618.0,450107.0,2714.0,,,,,4403.28192,0.0,0.13077165854383846,132.42840551207192,0.0,5528.276992,,0.0,27130.49088,494,0.017311980000158655,0.0,859.0,3836.370944,3.0,0.35300000000000864,0.0026849900004890515,4.366666666666666,3.4333333333333336,1680626878.0,,0.00044709700068779057,2.296000000000049,0.0,2.719744,,,204831.342592,434607.0,869.888,0.40790317441965224,4.2,,332567.0,
129,0.0028648620000240044,,,,,0.0001,365.0,188.42956166894226,1.976000021386426e-06,,,,,,,0.0,,,495,,,,,,,,,,1680626878.0,0.14651382800002466,,,,,0.16982473300140555,7.133056640625,,,,,,,,11712.0
129,0.002840841999386612,,,,,0.0001,366.0,189.79605068108793,2.164999386877753e-06,,,,,,,0.0,,,496,0.01707415900000342,,,,,,0.002752774999862595,,,1680626878.0,0.14550088200030586,0.00043120999998791376,,,,0.16860203299893328,7.1063232421875,,,,,,,,11744.0
130,0.0030515300004481105,,,,,0.0001,367.0,189.0136880635403,1.7510001271148212e-06,,,,,,,0.0,,,497,0.017104904000007082,,,,,,0.0026983739999195677,,,1680626879.0,0.14599757399992086,0.000445775000116555,,,,0.1692999080005393,7.1688232421875,,,,,,,,11776.0
130,,,2633.0,452776.0,2729.0,,,,,4401.54112,0.0,0.01634795836070215,89.76569746268356,0.0,5528.276992,,0.0,27130.49088,498,0.017048708999936935,0.0,863.0,3836.387328,3.0,0.353999999999985,0.002567327999713598,4.366666666666666,3.4333333333333336,1680626879.0,,0.0004384280000522267,2.312000000000012,0.0,2.719744,,,204833.083392,438071.0,869.904384,0.06531200944729074,4.2,,334535.0,
130,0.0028021420002914965,,,,,0.0001,368.0,189.18662238684496,2.2550002540810965e-06,,,,,,,0.0,,,499,,,,,,,,,,1680626879.0,0.1462862899998072,,,,,0.16914515200005553,7.2264404296875,,,,,,,,11808.0
130,0.002838984999470995,,,,,0.0001,369.0,189.7142719873653,2.1710002329200506e-06,,,,,,,0.0,,,500,0.01727713199943537,,,,,,0.0026032100004158565,,,1680626879.0,0.14536509800018393,0.0005881150000277557,,,,0.16867471099976683,7.4764404296875,,,,,,,,11840.0
